lat,lon,T_CRU_20100131
74.5,-46.5,-25.025
-78.5,35.5,
-31.5,-56.5,25.375
-88.5,127.5,
61.5,-125.5,-24.3747
26.5,31.5,14.4747
-88.5,49.5,
-21.5,117.5,31.4497
66.5,-97.5,-30.6
26.5,22.5,15.4999
-77.5,60.5,
33.5,46.5,3.325
20.5,12.5,18.3253
-28.5,124.5,29.6245
-10.5,-44.5,26.25046
-67.5,82.5,
-87.5,74.5,
24.5,84.5,17.9249
39.5,55.5,2.55
33.5,52.5,3.875
-81.5,-93.5,
44.5,-80.5,-11.3754
40.5,66.5,1.95
-24.5,136.5,30.6752
-74.5,-96.5,
79.5,-25.5,-26.475
52.5,-90.5,-22.499536
-84.5,174.5,
25.5,59.5,18.4997
-81.5,37.5,
-77.5,-144.5,
71.5,100.5,-25.2
24.5,90.5,19.9504
-88.5,162.5,
63.5,-139.5,-26.1252
-85.5,-106.5,
-31.5,-64.5,21.0002
50.5,-119.5,-5.5504
5.5,47.5,25.7998
11.5,-8.5,23.8255
-72.5,126.5,
8.5,-0.5,27.27471
76.5,-42.5,-29.7746
50.5,61.5,-15.3002
22.5,77.5,21.1998
-79.5,113.5,
3.5,-63.5,24.64976
-75.5,65.5,
28.5,17.5,14.5253
70.5,-82.5,-27.9
43.5,-7.5,6.9753
28.5,37.5,10.825
12.5,9.5,23.8497
-88.5,-8.5,
-88.5,135.5,
79.5,-60.5,-29.15
-89.5,91.5,
-70.5,62.5,
-81.5,-95.5,
51.5,126.5,-24.82452
-73.5,65.5,
20.5,25.5,17.4001
64.5,15.5,-8.1
37.5,111.5,-7.525
-77.5,-114.5,
-80.5,112.5,
38.5,-92.5,-2.075
21.5,19.5,16.1747
54.5,-107.5,-18.0751
-23.5,140.5,29.1496
-11.5,-49.5,27.1496
65.5,112.5,-32.2
-83.5,39.5,
-8.5,-37.5,26.5005
27.5,98.5,4.7504
44.5,76.5,-3.625
0.5,-62.5,26.79997
53.5,114.5,-27.1751
-21.5,-44.5,22.7252
-17.5,126.5,29
-76.5,135.5,
66.5,129.5,-42.775
73.5,-91.5,-30.3
63.5,60.5,-20.1999
48.5,-123.5,2.4
53.5,48.5,-11.0997
-82.5,146.5,
67.5,-125.5,-29.3747
-0.5,15.5,25.12459
65.5,30.5,-11.2246
-77.5,58.5,
72.5,-51.5,-18.9249
-79.5,4.5,
2.5,20.5,25.50012
-83.5,-124.5,
36.5,62.5,5.425
-85.5,35.5,
75.5,141.5,-41.35
-15.5,-47.5,24.00047
-2.5,-59.5,26.4005
45.5,70.5,-6.325
-81.5,39.5,
-79.5,86.5,
-88.5,22.5,
-6.5,107.5,25.79986
-83.5,165.5,
-7.5,-39.5,26.37527
58.5,28.5,-4.4997
-70.5,136.5,
-79.5,41.5,
44.5,113.5,-18.6245
-22.5,132.5,28.8995
63.5,24.5,-7.5496
-83.5,-158.5,
57.5,-4.5,2.05
-85.5,76.5,
12.5,36.5,23.275
-81.5,-117.5,
38.5,29.5,4.5496
55.5,77.5,-17.8502
18.5,-12.5,20.9754
37.5,104.5,-8.1003
50.5,15.5,-3.7504
5.5,42.5,27.37509
-7.5,13.5,25.3247
-1.5,-55.5,26.4505
-11.5,-74.5,20.9999
1.5,-64.5,24.07549
-89.5,-152.5,
57.5,30.5,-4.7997
8.5,42.5,21.0004
18.5,14.5,19.8749
-77.5,-30.5,
-85.5,-1.5,
-81.5,14.5,
60.5,-143.5,-14.6748
6.5,-67.5,27.92513
49.5,-117.5,-6.45
17.5,-5.5,20.0245
-83.5,8.5,
78.5,-49.5,-30.8005
67.5,157.5,-35
-80.5,19.5,
62.5,-148.5,-19.05
47.5,53.5,-10.7
43.5,107.5,-13.3002
45.5,75.5,-6.475
-75.5,-90.5,
47.5,-81.5,-18.8503
-2.5,31.5,21.97471
-2.5,-49.5,26.87522
6.5,-71.5,25.79977
-2.5,23.5,24.45039
34.5,88.5,-16.55
71.5,-99.5,-29.833
1.5,116.5,24.24963
-87.5,-20.5,
-88.5,-93.5,
-71.5,163.5,
58.5,31.5,-5.0001
-73.5,6.5,
42.5,74.5,-12.2245
37.5,76.5,-9.4253
-89.5,-1.5,
46.5,65.5,-10.1753
7.5,20.5,26.75022
-86.5,136.5,
58.5,160.5,-24.2253
-86.5,-82.5,
-89.5,157.5,
-88.5,-155.5,
-80.5,-107.5,
54.5,52.5,-12.3501
67.5,19.5,-11.05027
-86.5,93.5,
-88.5,-42.5,
42.5,143.5,-4.6002
60.5,136.5,-35.3248
35.5,95.5,-14.0747
-16.5,-56.5,27.90037
5.5,36.5,23.64969
-78.5,133.5,
14.5,100.5,24.4749
58.5,88.5,-19.55036
-81.5,112.5,
-74.5,127.5,
27.5,106.5,2.975
46.5,14.5,-2.0495
41.5,68.5,2.725
-82.5,93.5,
-78.5,-36.5,
-81.5,-94.5,
-76.5,19.5,
-88.5,151.5,
-85.5,150.5,
-66.5,137.5,
-77.5,-85.5,
18.5,26.5,20.4496
78.5,15.5,-14.45
-70.5,161.5,
-75.5,33.5,
-80.5,-58.5,
63.5,146.5,-41.3
-23.5,141.5,28.425
67.5,18.5,-11.575
76.5,-31.5,-27.6502
-10.5,33.5,21.1003
-84.5,65.5,
49.5,-91.5,-20.6249
-75.5,5.5,
-87.5,139.5,
66.5,-139.5,-27.9748
79.5,-41.5,-33.3246
-23.5,-51.5,22.3497
25.5,41.5,14.7
10.5,-3.5,24.9751
72.5,-27.5,-16.9503
-87.5,147.5,
6.5,38.5,17.29992
31.5,85.5,-10.375
-88.5,-24.5,
-88.5,7.5,
-81.5,-58.5,
-86.5,14.5,
37.5,-92.5,-0.425
66.5,120.5,-33.9
-72.5,-12.5,
-82.5,-70.5,
52.5,158.5,-11.06716
61.5,-121.5,-26.025
-69.5,127.5,
58.5,81.5,-20.20015
49.5,40.5,-6.4002
48.5,-111.5,-5.5754
-76.5,-59.5,
-84.5,143.5,
-81.5,-91.5,
-21.5,144.5,26.3749
-69.5,153.5,
68.5,148.5,-35.025
-85.5,3.5,
63.5,113.5,-31.8502
-72.5,-60.5,
-1.5,23.5,25.40011
-81.5,65.5,
36.5,-108.5,-0.425
-74.5,30.5,
45.5,-121.5,-0.575
-0.5,19.5,25.42544
-89.5,145.5,
25.5,65.5,17.5998
39.5,46.5,-3.9
-9.5,19.5,22.22469
64.5,89.5,-23.8247
69.5,145.5,-36.6
-31.5,123.5,25.9753
47.5,-123.5,3.5
25.5,98.5,8.45
-76.5,-6.5,
-3.5,-59.5,26.4254
47.5,35.5,-2.25
-24.5,19.5,27.6254
-11.5,-40.5,25.7251
-83.5,135.5,
-9.5,-41.5,26.90037
-89.5,105.5,
1.5,-73.5,25.79977
64.5,-44.5,-13.4995
56.5,127.5,-32.1754
32.5,13.5,13.2753
23.5,-10.5,17.45
44.5,116.5,-19.1497
66.5,-115.5,-27.4247
-9.5,-72.5,25.59972
66.5,-102.5,-29.375
25.5,107.5,6.375
66.5,-104.5,-28.775
-78.5,-113.5,
51.5,25.5,-3.4004
28.5,104.5,6.35
56.5,-70.5,-24.2246
-77.5,-155.5,
69.5,110.5,-29.6
-2.5,-76.5,25.425066
41.5,35.5,3.4505
19.5,5.5,19.9001
52.5,22.5,-3.3498
-74.5,-90.5,
-80.5,179.5,
-84.5,66.5,
66.5,-175.5,-19.1997
-70.5,-65.5,
-80.5,147.5,
8.5,43.5,20.0748
33.5,69.5,0.8998
69.5,-30.5,-15.1499
48.5,15.5,-2.4749
-82.5,-104.5,
56.5,46.5,-9.4996
62.5,73.5,-21.5754
5.5,-6.5,24.8248
-77.5,-72.5,
-6.5,-63.5,26.45026
62.5,13.5,-8.49999
-71.5,144.5,
57.5,98.5,-22.3752
42.5,58.5,-3.65
-83.5,-37.5,
9.5,-65.5,27.224993
70.5,-110.5,-28.45
-71.5,22.5,
40.5,-4.5,3.6997
-14.5,35.5,24.7248
-79.5,93.5,
25.5,77.5,17.275
-32.5,-68.5,24.9751
4.5,23.5,25.8749
-72.5,4.5,
36.5,102.5,-10.3997
-79.5,-34.5,
-30.5,-51.5,23.9004
-86.5,37.5,
54.5,19.5,-1.5999
-86.5,29.5,
-78.5,-78.5,
-69.5,92.5,
67.5,-112.5,-26.0499
-25.5,-52.5,23.0745
52.5,-66.5,-22.8497
81.5,-82.5,-37.55
61.5,-131.5,-24.1251
-18.5,12.5,18.6248
-12.5,133.5,28.0501
78.5,-36.5,-32.5753
4.5,37.5,23.59995
61.5,-112.5,-23.6746
27.5,19.5,15.1501
38.5,86.5,-6.275
30.5,-82.5,11.4005
63.5,41.5,-12.2497
-84.5,141.5,
62.5,-42.5,-6.525
-85.5,-85.5,
-24.5,-49.5,21.6996
-88.5,58.5,
50.5,-104.5,-16.5996
-83.5,-95.5,
-40.5,175.5,17.1999
62.5,24.5,-7.2503
-69.5,88.5,
-75.5,-21.5,
70.5,115.5,-31.85
-79.5,158.5,
45.5,4.5,-0.05
22.5,11.5,15.7254
-70.5,97.5,
49.5,117.5,-23.90024
59.5,50.5,-13.3499
34.5,62.5,2.025
-16.5,20.5,24.9746
52.5,40.5,-7.4995
56.5,137.5,-24.0751
70.5,152.5,-35.3
-71.5,47.5,
17.5,76.5,24.6248
-89.5,-165.5,
-44.5,-72.5,11.075
67.5,-64.5,-24.575
-25.5,25.5,25.8503
-77.5,103.5,
-8.5,31.5,20.52524
-12.5,-64.5,26.7246106
-87.5,125.5,
35.5,75.5,-8.6251
43.5,94.5,-11.6253
24.5,81.5,17.9497
-89.5,174.5,
67.5,152.5,-36.275
82.5,-73.5,-33.175
-84.5,97.5,
70.5,-43.5,-19.925
-87.5,57.5,
33.5,-79.5,8.075
-78.5,-123.5,
-87.5,7.5,
-80.5,-24.5,
-84.5,134.5,
-70.5,23.5,
57.5,-113.5,-20.17463
-35.5,-62.5,24.4753
-3.5,-57.5,26.5251
44.5,-95.5,-12.6245
47.5,142.5,-8.8996
-45.5,170.5,15
38.5,-109.5,-4.575
30.5,61.5,10.4
-10.5,-76.5,7.45004
56.5,131.5,-33.3997
20.5,29.5,18.8997
-77.5,-125.5,
77.5,-37.5,-31.7502
-22.5,-55.5,24.6253
41.5,-80.5,-7.35
52.5,1.5,2.8247
64.5,-93.5,-29.9
63.5,-149.5,-19.9753
-14.5,31.5,23.9996
73.5,-85.5,-27.825
-15.5,-69.5,9.4
-83.5,-19.5,
46.5,93.5,-22.3751
5.5,95.5,26.42478
6.5,0.5,27.85019
33.5,73.5,11.6746
69.5,-84.5,-27.575
37.5,96.5,-14.7999
-76.5,126.5,
32.5,-86.5,8.4497
25.5,-97.5,17.7497
-82.5,-174.5,
-71.5,19.5,
70.5,-38.5,-21.4254
68.5,105.5,-28
20.5,-1.5,17.475
15.5,11.5,22.5248
-80.5,-110.5,
-83.5,-96.5,
-6.5,23.5,24.55016
-11.5,142.5,27.29976
69.5,-44.5,-17.8746
14.5,0.5,23.6995
63.5,39.5,-11.1748
11.5,25.5,25.8747
-5.5,-43.5,27.54982
33.5,49.5,-3.475
-69.5,91.5,
37.5,85.5,-9.2504
-77.5,32.5,
60.5,140.5,-33.225
55.5,58.5,-14.3748
59.5,58.5,-16.69964
41.5,-88.5,-9.475
-20.5,-59.5,27.4249
37.5,-100.5,1.725
-3.5,-43.5,27.45023
59.5,25.5,-3.2334
45.5,24.5,-3.6746
-88.5,-9.5,
75.5,105.5,-33.85
-70.5,44.5,
-72.5,87.5,
-83.5,-114.5,
-67.5,125.5,
15.5,-92.5,22.3254
-89.5,-153.5,
51.5,-109.5,-14.3247
68.5,142.5,-41.125
56.5,-101.5,-22.1496
-85.5,91.5,
-85.5,66.5,
-86.5,120.5,
-86.5,154.5,
-70.5,149.5,
2.5,41.5,28.70004
24.5,17.5,15.9505
-88.5,169.5,
-87.5,-9.5,
-25.5,140.5,29.6251
51.5,135.5,-24.8749
-77.5,-82.5,
-8.5,17.5,24.4496
-82.5,129.5,
24.5,-7.5,15.875
-86.5,-70.5,
-67.5,114.5,
-10.5,20.5,23.17498
-1.5,15.5,24.9497
-30.5,-68.5,23.2249
-87.5,127.5,
37.5,60.5,4.65
66.5,-144.5,-23.9249
4.5,39.5,23.9996
65.5,-134.5,-29.5503
17.5,45.5,18.4252
-73.5,41.5,
38.5,109.5,-7.9752
-76.5,37.5,
-89.5,7.5,
-74.5,15.5,
50.5,68.5,-15.0504
37.5,-83.5,-1.025
51.5,138.5,-21.1251
63.5,82.5,-21.3002
-1.5,-58.5,26.4005
40.5,126.5,-13.8746
41.5,60.5,-1.55
-74.5,-72.5,
69.5,-127.5,-30.55
47.5,129.5,-24.45
79.5,-50.5,-31.6504
-85.5,-15.5,
75.5,-83.5,-30.825
22.5,-16.5,18.7665
7.5,49.5,25.4253
37.5,-96.5,0.5
-86.5,83.5,
61.5,-107.5,-25.1498
-78.5,173.5,
-82.5,165.5,
62.5,-47.5,-9.925
16.5,3.5,22.0002
25.5,2.5,14.3
24.5,117.5,11.7255
-71.5,33.5,
-72.5,123.5,
62.5,171.5,-26.4505
-81.5,-87.5,
9.5,-12.5,25.375
39.5,39.5,-5.3748
68.5,-126.5,-29.5996
-83.5,-55.5,
-73.5,22.5,
59.5,106.5,-29.8747
50.5,16.5,-4.2997
-27.5,-68.5,5.225
36.5,-90.5,1.925
-68.5,87.5,
81.5,-79.5,-35.375
-80.5,61.5,
12.5,19.5,28.025
28.5,19.5,14.7503
43.5,96.5,-10.8252
53.5,-117.5,-10.5752
53.5,-109.5,-16.8495
-16.5,38.5,28.2997
-19.5,25.5,27.6253
-77.5,-29.5,
-33.5,-68.5,23.3503
47.5,-102.5,-13.0752
-78.5,32.5,
67.5,21.5,-11.49966
34.5,96.5,-15.875
-78.5,63.5,
-82.5,-45.5,
-88.5,87.5,
-35.5,-61.5,24.2496
-86.5,-23.5,
-33.5,139.5,25.5249
-32.5,-62.5,22.8748
73.5,106.5,-30.225
52.5,-73.5,-25.1499
-16.5,136.5,28.8998
20.5,85.5,23.0247
-76.5,115.5,
-75.5,157.5,
53.5,132.5,-28.4498
33.5,78.5,-10.9
-79.5,136.5,
54.5,37.5,-6.4246
-89.5,5.5,
52.5,-104.5,-17.8255
57.5,105.5,-29.9498
39.5,-92.5,-4.375
52.5,131.5,-28.1497
-85.5,-79.5,
60.5,98.5,-27.4748
33.5,-105.5,4.4005
57.5,44.5,-9.0497
20.5,27.5,18.3498
67.5,153.5,-36.125
-75.5,98.5,
-21.5,148.5,25.7253
-79.5,-143.5,
-20.5,23.5,27.9999
66.5,96.5,-28.975
-80.5,21.5,
-8.5,-58.5,25.5999
49.5,57.5,-14.5002
-8.5,140.5,27.42507
72.5,-94.5,-30.45
40.5,64.5,2.25
48.5,111.5,-22.6998
-37.5,-65.5,25.55
63.5,133.5,-40.775
-21.5,139.5,26.9751
-71.5,91.5,
46.5,117.5,-21.1747
54.5,-3.5,3.075
-84.5,-130.5,
23.5,87.5,20.8248
61.5,132.5,-36.7252
-87.5,-25.5,
30.5,96.5,-9.25
47.5,83.5,-12.4246
-22.5,124.5,32.7504
31.5,11.5,12.7248
56.5,108.5,-31.0747
65.5,129.5,-43.6
-84.5,1.5,
-80.5,-1.5,
-21.5,165.5,25.5998
-73.5,77.5,
-18.5,44.5,27.6749
68.5,82.5,-21.3251
-75.5,62.5,
-73.5,135.5,
-86.5,18.5,
-79.5,-50.5,
57.5,68.5,-17.6754
40.5,119.5,-7.9753
71.5,-105.5,-29.125
-88.5,109.5,
45.5,46.5,-4.4
-81.5,-167.5,
-26.5,-53.5,23.7495
30.5,34.5,12.4751
-89.5,109.5,
-77.5,-116.5,
3.5,22.5,25.44977
-89.5,-91.5,
55.5,-68.5,-24.1247
76.5,103.5,-33.275
72.5,-38.5,-25.0246
-19.5,32.5,23.2002
62.5,-127.5,-25.6749
59.5,16.5,-2.45
40.5,-95.5,-5.1
29.5,34.5,12.3497
-69.5,137.5,
52.5,157.5,-11.62517
66.5,88.5,-23.1504
50.5,-65.5,-17.62538
13.5,35.5,27.4748
17.5,100.5,20.9245
13.5,107.5,22.3746
-89.5,20.5,
-80.5,36.5,
-87.5,-4.5,
52.5,54.5,-13.4997
59.5,85.5,-20.10028
46.5,135.5,-14.8997
61.5,37.5,-9.2003
-11.5,18.5,22.6495
48.5,55.5,-13.25
-26.5,17.5,25.4254
-83.5,-64.5,
42.5,59.5,-3.45
38.5,98.5,-21.275
-72.5,65.5,
-70.5,94.5,
80.5,-49.5,-31.6502
66.5,159.5,-33.65
-26.5,148.5,26.3005
40.5,-82.5,-7.15
-76.5,140.5,
-76.5,-9.5,
-74.5,-64.5,
36.5,96.5,-8.1746
-85.5,161.5,
47.5,-117.5,-2.7245
27.5,24.5,15.2747
-89.5,-43.5,
-29.5,30.5,20.8996
18.5,3.5,19.7745
82.5,-72.5,-33.4
29.5,-108.5,10.3496
77.5,-32.5,-28.8503
-6.5,147.5,25.09989
-78.5,-42.5,
45.5,-76.5,-14.2995
-74.5,119.5,
-87.5,102.5,
66.5,-68.5,-24.775
-81.5,101.5,
39.5,-114.5,-3.8
37.5,-2.5,5.0752
-89.5,130.5,
6.5,11.5,22.94961
63.5,-69.5,-25.8
45.5,104.5,-14.0496
-88.5,-4.5,
46.5,-94.5,-16.1498
29.5,12.5,12.475
59.5,-120.5,-21.5755
65.5,-17.5,-2.05
-77.5,-63.5,
3.5,46.5,27.6004
23.5,1.5,14.825
17.5,27.5,21.1504
52.5,8.5,-0.3004
-81.5,-60.5,
-13.5,-62.5,25.84958
43.5,141.5,-4.0746
55.5,-104.5,-19.59956
64.5,136.5,-45.125
13.5,-83.5,25.6665
-25.5,-61.5,27.3746
78.5,-50.5,-30.9247
-79.5,-67.5,
-69.5,100.5,
-83.5,-163.5,
-51.5,-72.5,11.35
41.5,70.5,-10.0498
-2.5,29.5,19.30032
56.5,-96.5,-23.0504
15.5,9.5,22.5748
59.5,122.5,-30.6002
-83.5,93.5,
42.5,12.5,6.1002
-88.5,81.5,
23.5,91.5,19.8255
63.5,144.5,-45.725
50.5,5.5,-0.55
-12.5,-44.5,24.87537
12.5,11.5,24.0751
-9.5,39.5,27.9749
68.5,132.5,-43.375
-76.5,26.5,
60.5,-158.5,-16.6504
72.5,103.5,-26.1
-9.5,20.5,23.07493
12.5,-6.5,23.7253
-89.5,104.5,
-71.5,147.5,
62.5,152.5,-36.9
-75.5,-4.5,
35.5,-116.5,10.9752
-83.5,-84.5,
64.5,-89.5,-28.6
-19.5,-47.5,24.425
80.5,-42.5,-32.7501
53.5,32.5,-5.0747
-72.5,55.5,
62.5,70.5,-21.575
79.5,-83.5,-33.425
10.5,48.5,19.5003
-36.5,140.5,21.2252
-25.5,146.5,26.9499
59.5,153.5,-23.5997
37.5,121.5,-1.15
-25.5,23.5,27.6497
50.5,-106.5,-13.8498
-76.5,144.5,
65.5,177.5,-24.4249
58.5,116.5,-32.8002
-28.5,118.5,30.95
2.5,-71.5,26.52495
50.5,79.5,-13.5998
35.5,-91.5,3.4
81.5,-47.5,-31.325
47.5,-121.5,-0.575
14.5,-89.5,21.7245
61.5,-137.5,-23.975
55.5,128.5,-30.7004
59.5,131.5,-33.3751
-80.5,-169.5,
-76.5,-140.5,
-89.5,-85.5,
78.5,-70.5,-27.175
72.5,-36.5,-24.5995
-73.5,-17.5,
44.5,-93.5,-12.8247
27.5,22.5,15.1998
-79.5,22.5,
-10.5,14.5,23.2497
14.5,40.5,25.3504
-73.5,97.5,
7.5,80.5,25.0002
-20.5,-66.5,11.3
-78.5,-122.5,
-80.5,137.5,
-73.5,-82.5,
55.5,21.5,-1.825
45.5,33.5,0.375
-86.5,132.5,
53.5,14.5,-1.4002
-77.5,36.5,
-12.5,-67.5,26.45026
-85.5,-133.5,
67.5,-128.5,-29.9748
57.5,-129.5,-13.6751
65.5,113.5,-33.325
18.5,105.5,17.5503
63.5,-152.5,-19.6998
14.5,-16.5,22.7749
75.5,-20.5,-19.3999
53.5,121.5,-29.7746
23.5,16.5,16.3247
-81.5,-161.5,
-75.5,49.5,
55.5,-100.5,-20.99957
59.5,62.5,-17.2251
52.5,47.5,-10.8498
69.5,143.5,-40
-88.5,-14.5,
-87.5,-48.5,
3.5,17.5,24.30002
-71.5,153.5,
62.5,107.5,-28.5748
14.5,-10.5,21.9254
-86.5,-143.5,
51.5,52.5,-12.6004
7.5,21.5,25.3997655
-86.5,35.5,
81.5,-50.5,-30.05
-80.5,-59.5,
19.5,43.5,16.7002
-88.5,-174.5,
-21.5,29.5,27.4255
18.5,-101.5,25.3498
-25.5,-55.5,24.9005
64.5,-120.5,-27.9503
-78.5,-150.5,
60.5,10.5,-6.1752
-81.5,125.5,
34.5,94.5,-13.575
43.5,126.5,-15.3747
28.5,-101.5,12.3501
60.5,-130.5,-22.1002
28.5,114.5,4.4
-68.5,114.5,
6.5,34.5,27.67486
-5.5,28.5,23.29954
57.5,74.5,-19.54969
-78.5,-52.5,
47.5,-110.5,-5.575
-69.5,-0.5,
56.5,-106.5,-19.52509
42.5,81.5,-14.125426
68.5,-140.5,-26.525
77.5,-23.5,-22.1
-88.5,-173.5,
-89.5,-5.5,
68.5,-33.5,-12.7995
62.5,111.5,-29.8505
54.5,-124.5,-10.6002
-12.5,28.5,22.9503
-20.5,24.5,28.1251
-78.5,144.5,
-19.5,-60.5,26.7247
67.5,122.5,-33.5
45.5,18.5,-1.45
-70.5,31.5,
51.5,12.5,-2.025
-82.5,-9.5,
-78.5,39.5,
-84.5,21.5,
-87.5,-98.5,
24.5,16.5,15.7755
35.5,70.5,-7.475
53.5,65.5,-14.8745
39.5,16.5,8.8997
56.5,82.5,-18.1505
65.5,-131.5,-29.4
-79.5,-66.5,
76.5,-51.5,-27.2247
67.5,-81.5,-27.134
-84.5,164.5,
31.5,82.5,-11.525
9.5,15.5,26.5001
60.5,-111.5,-23.2752
50.5,-109.5,-11.6755
-73.5,141.5,
21.5,-16.5,18.6753
26.5,100.5,6.7505
61.5,-136.5,-23.5251
40.5,58.5,0.075
49.5,46.5,-8.8004
9.5,-7.5,23.475
52.5,-76.5,-24.2746
-69.5,99.5,
-73.5,-1.5,
-31.5,133.5,24.0247
45.5,53.5,-7.9
-70.5,151.5,
-3.5,21.5,25.19989
-28.5,28.5,18.6502
41.5,101.5,-11.3747
60.5,-113.5,-22.8504
30.5,-4.5,9.45
-4.5,-73.5,25.92464
-74.5,74.5,
-5.5,14.5,24.97478
-0.5,-67.5,25.62499
67.5,97.5,-29.725
18.5,10.5,20.2
-82.5,-72.5,
-77.5,-7.5,
50.5,-73.5,-23.324526
75.5,-47.5,-25.5254
7.5,7.5,27.87549
66.5,-46.5,-13.9996
41.5,42.5,-9.35
48.5,25.5,-2.9499
-81.5,-133.5,
-75.5,102.5,
19.5,48.5,18.95
-76.5,90.5,
21.5,77.5,22.6746
27.5,64.5,11.425
-15.5,18.5,23.9254
59.5,52.5,-13.3003
50.5,-74.5,-22.85013
32.5,99.5,-10.45
-83.5,96.5,
44.5,-85.5,-10.0249
-71.5,26.5,
-85.5,98.5,
-23.5,27.5,27.6249
-76.5,-62.5,
53.5,20.5,-2.7996
27.5,8.5,12.575
22.5,105.5,13.3498
63.5,23.5,-6.7496
-89.5,-140.5,
-89.5,107.5,
-77.5,-64.5,
66.5,146.5,-40.4
-25.5,20.5,28.3254
-86.5,-16.5,
34.5,4.5,8.325
-84.5,-74.5,
32.5,63.5,5.375
60.5,-73.5,-24.9495
44.5,44.5,-3.475
-82.5,-159.5,
63.5,143.5,-46.625
-15.5,21.5,25.0746
-78.5,131.5,
-22.5,145.5,27.25
51.5,31.5,-4.0499
-66.5,134.5,
21.5,-6.5,17.375
56.5,63.5,-14.8996
-41.5,173.5,15.875
62.5,-68.5,-24.4254
67.5,40.5,-12.85003
80.5,-16.5,-26.4
62.5,59.5,-20.3503
-86.5,-119.5,
71.5,125.5,-38.6
3.5,11.5,24.90016
34.5,-102.5,5.175
52.5,-61.5,-19.50013
-88.5,143.5,
31.5,-93.5,9.65
-89.5,90.5,
71.5,141.5,-40.75
-85.5,-61.5,
19.5,35.5,20.5749
-19.5,23.5,27.7498
23.5,-15.5,18.3996
57.5,-125.5,-16.6
-67.5,107.5,
70.5,143.5,-38.775
21.5,51.5,19.1246
-81.5,26.5,
59.5,-100.5,-25.85
27.5,54.5,11.425
-79.5,21.5,
-12.5,-54.5,26.09983
-87.5,-17.5,
-10.5,37.5,25.0245
-77.5,-142.5,
-7.5,-75.5,25.87521
-74.5,77.5,
23.5,112.5,11.275
56.5,58.5,-14.2247
23.5,0.5,15.225
-69.5,36.5,
66.5,143.5,-43.775
55.5,41.5,-7.9247
72.5,122.5,-37.825
39.5,-85.5,-5.325
22.5,111.5,12.2755
48.5,80.5,-12.6747
-81.5,-149.5,
75.5,100.5,-30.45
43.5,-108.5,-2.075
-70.5,99.5,
43.5,92.5,-11.5001
17.5,105.5,18.4503
-82.5,-146.5,
47.5,108.5,-22.5505
-84.5,120.5,
-82.5,148.5,
34.5,-116.5,8.9247
51.5,-124.5,-6.6
-72.5,165.5,
61.5,113.5,-30.6749
38.5,91.5,-10.425
49.5,61.5,-15.1751
26.5,37.5,14.2005
74.5,-55.5,-22.0253
55.5,101.5,-22.6754
-16.5,127.5,28.9746
-26.5,125.5,31.1998
54.5,-58.5,-16.22462
-85.5,-117.5,
-82.5,176.5,
79.5,-76.5,-31.75
-77.5,90.5,
-78.5,-39.5,
-11.5,31.5,21.62524
-71.5,152.5,
-17.5,18.5,26.2754
-79.5,100.5,
68.5,98.5,-30.4
-75.5,83.5,
35.5,86.5,-17.1745
-11.5,-56.5,24.8498
-82.5,-177.5,
64.5,50.5,-17.39982
-75.5,-137.5,
-72.5,103.5,
-30.5,17.5,20.9503
-78.5,-160.5,
-86.5,-136.5,
49.5,-104.5,-15.9248
-0.5,-51.5,26.6002
-24.5,27.5,25.9999
-89.5,165.5,
43.5,-116.5,-0.95
57.5,133.5,-32.5252
79.5,-21.5,-24.85
55.5,59.5,-14.5495
-70.5,131.5,
-83.5,50.5,
-8.5,13.5,26.7002
50.5,20.5,-3.5503
39.5,77.5,-5.725
52.5,77.5,-15.0752
23.5,42.5,16.175
-86.5,-103.5,
-29.5,22.5,26.6255
64.5,155.5,-36.125
-31.5,119.5,26.85
-89.5,-8.5,
0.5,128.5,25.83377
-86.5,-134.5,
26.5,-100.5,16.3746
47.5,-92.5,-16.4998
-78.5,115.5,
35.5,105.5,-5.6754
-0.5,114.5,25.24979
71.5,-76.5,-29.3
-1.5,102.5,26.92525
-73.5,-75.5,
13.5,-85.5,20.7251
-85.5,146.5,
-89.5,-99.5,
-80.5,91.5,
37.5,117.5,-1.875
-89.5,-50.5,
-88.5,-156.5,
29.5,60.5,6.3
-81.5,-116.5,
-76.5,-84.5,
53.5,-119.5,-9.00002
6.5,101.5,25.2997
28.5,-102.5,10.8751
40.5,-89.5,-6.95
55.5,60.5,-13.7246
-73.5,-79.5,
81.5,-61.5,-29.45
53.5,119.5,-29.6751
64.5,144.5,-45.7
76.5,-85.5,-31.225
-71.5,120.5,
49.5,129.5,-24.07543
67.5,174.5,-33.2
-87.5,176.5,
48.5,-2.5,4.5005
-79.5,-84.5,
-22.5,-48.5,24.1
74.5,91.5,-27.675
-7.5,-63.5,26.17518
39.5,36.5,-3.05
29.5,-90.5,13.5253
63.5,171.5,-25.2501
67.5,-103.5,-29.3
28.5,79.5,15.8995
13.5,15.5,24.4753
61.5,126.5,-32.4496
49.5,132.5,-24.37536
55.5,47.5,-10.4245
64.5,-99.5,-29.25
69.5,108.5,-29.4
-8.5,-68.5,26.37471
40.5,-118.5,1.0754
65.5,166.5,-32.5
-83.5,-8.5,
-68.5,124.5,
-37.5,-73.5,16.2249
22.5,31.5,17.9253
-79.5,19.5,
57.5,47.5,-10.8501
29.5,-99.5,12.7497
