lat,lon,T_CRU_20100131
-81.5,-145.5,
-73.5,73.5,
62.5,-128.5,-25.375
83.5,-37.5,-33.025
-73.5,80.5,
-66.5,-62.5,
-73.5,67.5,
-85.5,-90.5,
-23.5,135.5,29.5245
-70.5,-2.5,
40.5,-100.5,-1.325
-28.5,-59.5,25.5997
63.5,48.5,-16.04987
-85.5,-31.5,
45.5,62.5,-9.8
-77.5,168.5,
17.5,3.5,20.9002
-16.5,39.5,28.8253
-1.5,-51.5,26.7753
19.5,30.5,21.1004
61.5,-100.5,-27.7001
-84.5,76.5,
37.5,22.5,6.3246
54.5,50.5,-11.4249
-77.5,-153.5,
-22.5,35.5,28.4003
-5.5,-47.5,26.67521
27.5,-1.5,12.025
56.5,-63.5,-21.9253
65.5,-92.5,-30.65
61.5,-139.5,-21.4505
65.5,-23.5,0.125
21.5,100.5,16.2996
-69.5,34.5,
-33.5,147.5,27.2003
-74.5,38.5,
-8.5,16.5,22.89993
-88.5,171.5,
81.5,-89.5,-35.4
60.5,113.5,-29.6499
11.5,36.5,19.2999
61.5,69.5,-21.10016
80.5,-48.5,-32.0253
12.5,28.5,25.5495
81.5,-77.5,-34.925
-30.5,122.5,27.7498
40.5,21.5,0.7503
-73.5,46.5,
40.5,-116.5,-1.4754
66.5,-49.5,-12.25
-14.5,143.5,27.4998
50.5,80.5,-13.4001
-3.5,-75.5,25.875284
23.5,5.5,10.975
-77.5,68.5,
65.5,155.5,-36.675
-87.5,166.5,
-80.5,-75.5,
-72.5,85.5,
41.5,92.5,-7.575
-22.5,45.5,24.6253
-27.5,126.5,29.825
-20.5,48.5,26.6005
-85.5,157.5,
-3.5,-77.5,24.92477
-13.5,-48.5,26.17508
56.5,56.5,-13.0249
8.5,8.5,27.499753
-82.5,0.5,
68.5,71.5,-22.3997
24.5,83.5,17.8748
47.5,-70.5,-17.9495
-19.5,141.5,28.0253
-3.5,138.5,23.325088
7.5,14.5,23.10005
45.5,-64.5,-8.8
-30.5,-59.5,25.9246
52.5,90.5,-22.6995
-75.5,-13.5,
52.5,-63.5,-21.6501
-83.5,153.5,
53.5,-105.5,-17.5496
-66.5,82.5,
57.5,135.5,-29.4504
57.5,10.5,-0.625
31.5,114.5,4
-1.5,37.5,21.87458
-89.5,-98.5,
-80.5,-78.5,
-7.5,37.5,26.5497
44.5,23.5,-1.1
-25.5,-57.5,26.2504
-1.5,-72.5,25.99997
60.5,93.5,-24.5997
53.5,123.5,-28.0001
-86.5,152.5,
77.5,-39.5,-32.0255
-5.5,-58.5,26.1496
-71.5,111.5,
49.5,86.5,-21.7001
-16.5,-64.5,25.7997
-85.5,-55.5,
55.5,31.5,-5.2495
29.5,15.5,14.5504
-71.5,3.5,
-76.5,28.5,
-80.5,-150.5,
48.5,-79.5,-20.8996
68.5,100.5,-28.525
25.5,30.5,15.0246
-87.5,39.5,
1.5,-77.5,18.20006
-83.5,30.5,
34.5,2.5,5.325
-73.5,32.5,
-89.5,-56.5,
-89.5,149.5,
-86.5,-45.5,
-74.5,-3.5,
77.5,-46.5,-28.7747
59.5,148.5,-22.4502
-77.5,55.5,
-87.5,60.5,
-77.5,134.5,
76.5,-120.5,-31.325
60.5,-140.5,-17.4
16.5,-95.5,22.4751
11.5,37.5,16.6
28.5,76.5,15.4751
53.5,142.5,-16.16652
23.5,68.5,21.0497
-85.5,-126.5,
10.5,119.5,25.6752
-68.5,131.5,
-26.5,130.5,29.0499
-79.5,37.5,
59.5,30.5,-4.3253
39.5,-106.5,-10.6255
3.5,27.5,26.8497
-70.5,155.5,
65.5,164.5,-32.8
57.5,-102.5,-22.8745
52.5,-111.5,-13.7751
64.5,91.5,-25.8502
26.5,-6.5,14.45
-3.5,-46.5,26.57535
50.5,-81.5,-22.77457
-29.5,27.5,20.9996
79.5,-85.5,-33.25
57.5,85.5,-18.9497
-25.5,123.5,32.3245
14.5,107.5,19.65
33.5,94.5,-14.525
-88.5,13.5,
-89.5,-47.5,
54.5,105.5,-28.7997
5.5,-63.5,24.12546
-17.5,-60.5,26.5246
-22.5,141.5,27.575
-79.5,-73.5,
61.5,-43.5,-7.875
61.5,111.5,-30.2245
-6.5,-73.5,26.05049
-14.5,-75.5,21.0997
67.5,107.5,-29
-84.5,-124.5,
65.5,83.5,-21.2251
-68.5,115.5,
50.5,106.5,-20.00014
-17.5,-54.5,26.52484
-76.5,-117.5,
30.5,24.5,14.5246
56.5,-117.5,-16.9752
65.5,25.5,-8.5502
21.5,25.5,15.975
-68.5,123.5,
-72.5,12.5,
43.5,-92.5,-12.2501
41.5,118.5,-12.3749
67.5,39.5,-13.17475
44.5,-78.5,-12.0004
-81.5,-57.5,
-76.5,-3.5,
59.5,-131.5,-19.0503
-71.5,-64.5,
35.5,57.5,4.35
68.5,-39.5,-17.77511
-32.5,-67.5,26.85
-80.5,175.5,
26.5,79.5,16.875
67.5,29.5,-11.79952
-88.5,179.5,
30.5,2.5,8.775
-10.5,-55.5,25.5002
20.5,54.5,19.9999
32.5,-96.5,8.575
-2.5,34.5,22.25027
55.5,25.5,-3.7745
13.5,38.5,20.6004
56.5,-108.5,-19.69973
51.5,76.5,-14.4245
26.5,76.5,17.3248
59.5,69.5,-19.77507
-29.5,141.5,30.0247
55.5,50.5,-11.2999
-71.5,37.5,
-39.5,-70.5,18.175
-69.5,133.5,
-87.5,-28.5,
57.5,39.5,-7.2251
-21.5,125.5,32.3753
58.5,105.5,-30.1748
-84.5,62.5,
21.5,-103.5,16.5248
55.5,122.5,-30.6999
-73.5,78.5,
-75.5,100.5,
68.5,134.5,-43.775
62.5,172.5,-25.2003
-87.5,-152.5,
-76.5,-7.5,
-64.5,-59.5,
65.5,73.5,-22.0245
68.5,-151.5,-27.525
66.5,-153.5,-25.0252
-74.5,5.5,
-89.5,82.5,
-75.5,2.5,
49.5,-94.5,-19.4746
-4.5,105.5,26.54985
-84.5,-96.5,
35.5,85.5,-16.6746
-30.5,142.5,30.025
58.5,-103.5,-22.8996
14.5,-5.5,22.3246
75.5,-97.5,-30.2
-25.5,-49.5,20.9745
-77.5,-14.5,
46.5,26.5,-4.0254
-27.5,-65.5,24.1253
66.5,63.5,-24.0504
36.5,-89.5,1.825
-6.5,108.5,26.50023
-79.5,-176.5,
-70.5,101.5,
-81.5,-27.5,
-13.5,-54.5,26.07503
-71.5,68.5,
30.5,93.5,-8.400009
-80.5,-23.5,
50.5,40.5,-7.1004
52.5,24.5,-3.3996
66.5,157.5,-35.275
-89.5,-176.5,
-70.5,144.5,
60.5,154.5,-28.7505
-82.5,66.5,
23.5,18.5,15.9749
-78.5,-24.5,
51.5,-92.5,-21.3254
-81.5,-47.5,
28.5,92.5,-6.425
69.5,-131.5,-28.3003
-79.5,-112.5,
46.5,90.5,-18.1755
16.5,45.5,17.9748
-88.5,-87.5,
-73.5,31.5,
38.5,-122.5,8.2
-77.5,-141.5,
13.5,28.5,23.5999
68.5,-40.5,-17.6752
64.5,-20.5,-0.4
54.5,-123.5,-10.3254
31.5,5.5,11.325
-86.5,172.5,
71.5,111.5,-31.2
46.5,64.5,-10.9246
-79.5,-131.5,
-78.5,84.5,
60.5,165.5,-21.4005
68.5,-150.5,-28.0247
29.5,32.5,15.0997
14.5,105.5,23.3497
60.5,36.5,-8.5504
21.5,42.5,16.9249
42.5,55.5,-3.6
70.5,-41.5,-20.5745
-82.5,3.5,
73.5,118.5,-36.1
54.5,43.5,-9.0253
50.5,25.5,-3.9
41.5,-96.5,-6.45
-36.5,-62.5,24.9003
-14.5,21.5,25.125
54.5,74.5,-16.975
-82.5,-54.5,
50.5,-78.5,-22.6499
11.5,-2.5,24.9249
-80.5,95.5,
66.5,131.5,-42.1
-36.5,-67.5,24.3254
6.5,22.5,24.72525
-77.5,-124.5,
-68.5,121.5,
-70.5,66.5,
-2.5,24.5,24.62465
-72.5,42.5,
21.5,46.5,17.4246
68.5,162.5,-34.45
-6.5,-75.5,26.44962
22.5,0.5,15.825
-3.5,-70.5,25.39951
-9.5,-51.5,25.5003
49.5,126.5,-23.17461
-82.5,-58.5,
75.5,-35.5,-28.5501
71.5,98.5,-25.4
-70.5,-61.5,
-72.5,122.5,
21.5,20.5,17.9755
-16.5,130.5,29.5252
-89.5,84.5,
30.5,94.5,-5.675
58.5,59.5,-15.4249
-89.5,-21.5,
59.5,54.5,-13.55
69.5,85.5,-21.9251
31.5,58.5,9.2
-19.5,-52.5,26.14993
9.5,-3.5,25.4255
-89.5,-124.5,
54.5,28.5,-4.1002
60.5,15.5,-5.275
61.5,57.5,-16.90037
53.5,-84.5,-24.4501
-72.5,-77.5,
-31.5,152.5,21.725
-23.5,-63.5,27.2998
-85.5,155.5,
65.5,130.5,-42.975
-84.5,-34.5,
-85.5,100.5,
58.5,95.5,-22.0499
-70.5,113.5,
-83.5,-85.5,
40.5,32.5,-0.2997
-0.5,38.5,26.250124
47.5,109.5,-22.40042
1.5,12.5,24.999941
43.5,-113.5,-4.5002
23.5,-1.5,15.425
67.5,86.5,-22.0999
-78.5,159.5,
69.5,95.5,-30.725
-19.5,131.5,28.7497
45.5,79.5,-11.0998
-83.5,-93.5,
-72.5,164.5,
-33.5,150.5,21.3
-5.5,-60.5,26.0499
-86.5,78.5,
20.5,-7.5,18.35
-74.5,116.5,
42.5,122.5,-12.0247
-7.5,38.5,28.1004
39.5,44.5,-6.1499
44.5,38.5,2.275
-21.5,146.5,27.0752
56.5,86.5,-18.5496
-83.5,-82.5,
-80.5,169.5,
-81.5,-107.5,
45.5,0.5,3.6749
66.5,68.5,-22.7249
-83.5,137.5,
-13.5,33.5,23.1003
64.5,101.5,-28.9251
3.5,115.5,22.82514
-3.5,136.5,22.35025
54.5,-87.5,-24.0995
24.5,40.5,16.575
-72.5,83.5,
17.5,-97.5,14.925
-88.5,-132.5,
31.5,74.5,14.075
15.5,13.5,22.8997
66.5,179.5,-22.95
-71.5,100.5,
-89.5,-170.5,
64.5,133.5,-45.95
-24.5,128.5,31.7996
37.5,128.5,-5.1503
45.5,123.5,-15.7753
24.5,101.5,10.6253
-85.5,22.5,
79.5,-26.5,-26.95
-71.5,20.5,
-79.5,116.5,
-77.5,-130.5,
-72.5,-98.5,
15.5,24.5,21.3501
-88.5,-167.5,
-80.5,-86.5,
-85.5,-160.5,
61.5,-117.5,-24.4002
-78.5,-31.5,
-89.5,131.5,
-84.5,-131.5,
-17.5,131.5,29.0255
24.5,-6.5,15.55
-33.5,148.5,24.7253
68.5,159.5,-34.35
42.5,73.5,-11.6754
69.5,-151.5,-26.7245
-82.5,49.5,
39.5,-100.5,-0.15
-86.5,-47.5,
-30.5,-56.5,25.1253
-24.5,18.5,27.4497
-0.5,-79.5,23.725067
-87.5,134.5,
54.5,33.5,-5.6997
-33.5,-62.5,22.9247
-87.5,-156.5,
-15.5,20.5,24.1997
-67.5,104.5,
-73.5,151.5,
-70.5,75.5,
-2.5,-53.5,26.67508
53.5,27.5,-3.8501
62.5,90.5,-23.3748
51.5,65.5,-15.3748
71.5,89.5,-23.5504
-9.5,-65.5,26.65032
51.5,53.5,-12.8498
-68.5,80.5,
-15.5,25.5,25.35
-77.5,-62.5,
-87.5,-33.5,
53.5,110.5,-29.6997
65.5,-163.5,-20.9996
32.5,118.5,1.95
52.5,91.5,-24.4995
25.5,-106.5,10.9246
54.5,-1.5,2.9
-74.5,42.5,
-17.5,22.5,26.6502
-30.5,-50.5,23.4254
60.5,-129.5,-23.1252
-5.5,-61.5,26.0997
19.5,-72.5,22.6754
-73.5,-83.5,
-14.5,-55.5,26.224627
57.5,43.5,-8.4746
67.5,109.5,-29.075
-66.5,96.5,
-82.5,18.5,
43.5,71.5,-2.025
-80.5,93.5,
21.5,32.5,19.6001
66.5,-176.5,-19.8753
34.5,-6.5,11.3668
-1.5,10.5,27.3503
8.5,28.5,30.07471
66.5,167.5,-34.375
64.5,-128.5,-29.1745
63.5,-124.5,-28.1497
-38.5,-63.5,25.55
-72.5,104.5,
-75.5,54.5,
-75.5,-117.5,
59.5,17.5,-2.025
55.5,-71.5,-24.6997
-86.5,-14.5,
64.5,-159.5,-23.4251
59.5,112.5,-28.8
-81.5,103.5,
27.5,15.5,14.3252
19.5,84.5,21.9996
-5.5,21.5,24.525476
-88.5,-139.5,
73.5,-81.5,-29.125
34.5,42.5,8.375
-81.5,56.5,
-23.5,-54.5,24.9246
-86.5,-88.5,
-78.5,64.5,
-16.5,129.5,29.8499
-76.5,-71.5,
37.5,140.5,0.675
62.5,68.5,-21.5999
66.5,174.5,-31.2997
2.5,23.5,26.20028
-86.5,-51.5,
-25.5,152.5,25.2753
-72.5,-101.5,
5.5,-54.5,25.64954
58.5,92.5,-20.35003
38.5,36.5,-4.15
-75.5,125.5,
-87.5,-11.5,
17.5,-92.5,22.5249
-88.5,133.5,
-87.5,10.5,
36.5,57.5,1.6
-75.5,-101.5,
-68.5,149.5,
-11.5,-76.5,7.875
71.5,96.5,-25.375
-70.5,29.5,
62.5,-103.5,-27.1996
36.5,-79.5,3
51.5,-76.5,-23.50019
-66.5,115.5,
9.5,42.5,17.85
75.5,111.5,-37.225
56.5,93.5,-17.3253
-75.5,-98.5,
24.5,68.5,20.275
65.5,82.5,-21
25.5,-13.5,16.7998
58.5,111.5,-29.2499
51.5,108.5,-24.7999
-74.5,-87.5,
-74.5,-91.5,
-15.5,131.5,28.775
-12.5,18.5,22.5745
-77.5,-60.5,
8.5,29.5,30.44951
76.5,-94.5,-30.6
62.5,-161.5,-18.575
55.5,125.5,-29.7251
54.5,22.5,-3.3255
61.5,36.5,-8.7747
10.5,24.5,26.2246
-13.5,-73.5,13.02517
-76.5,47.5,
-42.5,147.5,15.3247
-82.5,-132.5,
-73.5,131.5,
-71.5,168.5,
-5.5,31.5,23.19977
62.5,32.5,-8.8001
43.5,59.5,-5.4
44.5,-122.5,1.55
62.5,57.5,-17.249808
53.5,101.5,-20.20046
11.5,4.5,26.575
59.5,10.5,-2.025
54.5,-105.5,-18.37543
48.5,124.5,-22.0502
16.5,104.5,20.8245
-78.5,153.5,
-80.5,48.5,
25.5,8.5,11.325
27.5,0.5,11.45
52.5,-91.5,-22.34997
-78.5,6.5,
9.5,-74.5,28.19977
-69.5,146.5,
-7.5,-58.5,25.7501
-66.5,125.5,
-22.5,-44.5,22.2998
-75.5,-18.5,
-29.5,137.5,30.5754
48.5,-113.5,-6.525
32.5,61.5,7.275
8.5,17.5,26.67526
-69.5,94.5,
51.5,110.5,-25.5755
-81.5,-34.5,
-82.5,-127.5,
71.5,107.5,-29.375
64.5,-139.5,-27.8996
-70.5,139.5,
-67.5,51.5,
72.5,-29.5,-19.3245
67.5,142.5,-42.85
-71.5,31.5,
31.5,61.5,8.85
35.5,-113.5,7.3751
-81.5,-89.5,
-80.5,-145.5,
-78.5,-4.5,
14.5,46.5,18.1754
-0.5,-75.5,25.89986
27.5,95.5,16.8252
-84.5,103.5,
49.5,12.5,-3.2255
-46.5,-72.5,10.55
-89.5,-171.5,
-89.5,-83.5,
-78.5,9.5,
53.5,36.5,-6.275
-80.5,11.5,
-82.5,-119.5,
-80.5,-132.5,
58.5,113.5,-31.1255
67.5,89.5,-25.3498
-3.5,-49.5,27.00019
-88.5,146.5,
27.5,90.5,4.7752
-89.5,-133.5,
-75.5,117.5,
-8.5,24.5,23.400168
16.5,24.5,21.7247
49.5,14.5,-3.35
-83.5,122.5,
72.5,114.5,-33.45
29.5,-81.5,13.6745
-88.5,-176.5,
-1.5,-47.5,26.65043
-74.5,150.5,
-80.5,-84.5,
12.5,103.5,24.1254
42.5,65.5,-1.5
68.5,102.5,-27.375
-89.5,94.5,
-84.5,137.5,
52.5,-100.5,-19.5996
36.5,4.5,7.9499
42.5,56.5,-4
64.5,54.5,-17.27457
83.5,-38.5,-34
-77.5,-84.5,
81.5,-58.5,-29.825
-7.5,-59.5,25.4749
80.5,-53.5,-30.6248
-75.5,77.5,
26.5,-105.5,11.4753
49.5,120.5,-25.5997
-20.5,131.5,28.9996
-9.5,-37.5,27.8249
14.5,-1.5,23.2247
63.5,139.5,-46.875
37.5,92.5,-8.4497
-71.5,155.5,
70.5,148.5,-32.825
12.5,-10.5,24.6
59.5,109.5,-29.4748
-77.5,-55.5,
32.5,43.5,10.2
49.5,69.5,-14.2247
-11.5,-77.5,21.5332
34.5,91.5,-15.875
66.5,-36.5,-9.575
66.5,23.5,-9.1998
26.5,-13.5,16.3247
28.5,-98.5,14.3501
-89.5,87.5,
25.5,19.5,15.7754
43.5,131.5,-11.7251
30.5,109.5,3.225
34.5,110.5,-0.975
-82.5,-2.5,
44.5,42.5,-3.6999
-83.5,-120.5,
80.5,-23.5,-27.025
-68.5,89.5,
-80.5,-42.5,
-73.5,75.5,
61.5,-149.5,-13.20044
-73.5,79.5,
7.5,-0.5,27.52545
-77.5,24.5,
-29.5,-55.5,24.825
-69.5,113.5,
-76.5,133.5,
-82.5,56.5,
38.5,63.5,4.125
69.5,112.5,-30.125
8.5,-71.5,20.075
-28.5,142.5,30.6253
60.5,-116.5,-23.6
-78.5,-149.5,
58.5,-119.5,-18.69971
28.5,84.5,-4
51.5,30.5,-3.7996
8.5,39.5,17.6502
25.5,38.5,17.5499
29.5,64.5,8.975
-29.5,134.5,29.9005
35.5,-100.5,3.525
49.5,93.5,-28.5249
-76.5,-85.5,
-80.5,117.5,
-89.5,70.5,
33.5,77.5,-9.32497
8.5,2.5,27.95045
-82.5,-107.5,
-80.5,67.5,
72.5,89.5,-23.65
55.5,-128.5,-7.1755
16.5,-96.5,16.9754
47.5,-95.5,-18.3751
-52.5,-71.5,11.625
-78.5,-89.5,
-75.5,101.5,
35.5,101.5,-12.37475
52.5,17.5,-2.3254
-18.5,31.5,21.8002
-87.5,-8.5,
-83.5,166.5,
-85.5,104.5,
50.5,63.5,-15.2255
25.5,22.5,15.5748
44.5,-103.5,-5.2497
-80.5,166.5,
66.5,-114.5,-27.1496
29.5,-3.5,10.175
58.5,-111.5,-21.5501
-80.5,123.5,
-65.5,-63.5,
43.5,-111.5,-5.4501
-86.5,-74.5,
39.5,-94.5,-3.225
-77.5,-56.5,
-85.5,-21.5,
37.5,46.5,-3.9
65.5,145.5,-44.2
-89.5,-68.5,
-16.5,-72.5,18.9249
-33.5,-59.5,24.9499
-46.5,-74.5,11.75
69.5,69.5,-23.0005
-88.5,-114.5,
-70.5,107.5,
17.5,6.5,22.1254
30.5,87.5,-11.25
72.5,91.5,-24.35
37.5,107.5,-6.6747
47.5,39.5,-3.525
58.5,-64.5,-23.0498
-72.5,121.5,
-29.5,117.5,29.0504
66.5,110.5,-29.125
39.5,76.5,-4.2
75.5,-57.5,-23.3246
-80.5,92.5,
-82.5,52.5,
-81.5,68.5,
-3.5,27.5,23.17502
-17.5,-57.5,27.57483
-85.5,-65.5,
-76.5,110.5,
39.5,109.5,-8
-28.5,126.5,28.7496
-82.5,171.5,
-8.5,-76.5,20.35005
74.5,-42.5,-27.0249
-84.5,-3.5,
-34.5,20.5,22.3337
-80.5,20.5,
61.5,148.5,-32.625
23.5,86.5,19.8996
-28.5,115.5,26.1753
23.5,109.5,10.575
-86.5,-142.5,
39.5,61.5,1.7
-38.5,-64.5,25.925
19.5,57.5,21.5253
42.5,-84.5,-9.2254
62.5,91.5,-24.4247
63.5,160.5,-31.9
76.5,-68.5,-23.8
-18.5,131.5,28.7251
-75.5,-25.5,
7.5,16.5,25.59986
66.5,135.5,-45.975
-22.5,47.5,26.4001
-26.5,15.5,19.5747
43.5,79.5,-7
-80.5,52.5,
-24.5,121.5,33.3002
-75.5,104.5,
-35.5,143.5,25.7746
37.5,-121.5,8.4252
-73.5,-69.5,
58.5,130.5,-33.0997
-88.5,96.5,
56.5,124.5,-31.25
-18.5,125.5,30.5747
69.5,-33.5,-16.7753
57.5,100.5,-23.8254
15.5,2.5,23.6255
-89.5,101.5,
53.5,19.5,-2.175
4.5,31.5,30.2499
-89.5,68.5,
61.5,152.5,-33.675
-14.5,14.5,21.4254
-16.5,22.5,26.1998
45.5,109.5,-16.6003
45.5,-120.5,-0.5502
-79.5,90.5,
13.5,-6.5,23.2005
-28.5,-52.5,22.8999
42.5,69.5,-0.275
62.5,78.5,-21.6496
-77.5,169.5,
-76.5,60.5,
44.5,108.5,-15.3504
-68.5,117.5,
37.5,66.5,5.125
2.5,25.5,25.97511
29.5,69.5,10.75
51.5,92.5,-27.325
49.5,62.5,-14.8001
-89.5,-49.5,
13.5,20.5,28.0749
6.5,48.5,25.3003
54.5,-94.5,-22.07516
28.5,23.5,15.1001
52.5,15.5,-2.1001
40.5,113.5,-10.3247
-77.5,4.5,
-5.5,-41.5,26.94969
45.5,58.5,-10.525
52.5,120.5,-29.3246
-74.5,161.5,
38.5,-113.5,-1.6748
32.5,53.5,3.975
25.5,95.5,16.5499
28.5,100.5,-6.275
10.5,23.5,25.6001
-18.5,-68.5,9.9
13.5,105.5,24.3253
-19.5,-42.5,25.1251
25.5,-102.5,15.4499
5.5,31.5,31.9499
-73.5,9.5,
-0.5,109.5,26.67491
32.5,51.5,1.175
48.5,117.5,-22.0749
48.5,-3.5,5.0751
-68.5,47.5,
80.5,-47.5,-31.9003
82.5,-76.5,-34.35
-70.5,134.5,
60.5,86.5,-20.5746
52.5,51.5,-12.4002
43.5,-98.5,-8.4752
-83.5,-23.5,
11.5,3.5,26.5001
22.5,10.5,16.3752
12.5,-86.5,26.1248
-69.5,75.5,
77.5,17.5,-13.225
-2.5,21.5,24.84997
-27.5,24.5,25.5249
7.5,41.5,21.8
-4.5,25.5,24.89984
15.5,4.5,23.9501
64.5,171.5,-25.6999
36.5,115.5,-0.875
-87.5,75.5,
64.5,114.5,-32.2249
48.5,0.5,2.2499
-83.5,151.5,
63.5,77.5,-21.7
-8.5,-55.5,24.5749
-87.5,31.5,
27.5,78.5,16.1005
-1.5,-52.5,26.7254
-0.5,117.5,26.66715
-13.5,-45.5,24.799838
-87.5,163.5,
49.5,3.5,0.8
52.5,0.5,2.4996
-70.5,2.5,
65.5,27.5,-11.0499
-38.5,-68.5,23.9
-77.5,132.5,
38.5,113.5,-7.6745
-73.5,134.5,
18.5,-5.5,19.3
-79.5,102.5,
-16.5,14.5,22.7252
-79.5,-104.5,
-75.5,41.5,
-82.5,31.5,
-73.5,86.5,
69.5,-114.5,-26.6
23.5,-101.5,12.9997
64.5,105.5,-29.8254
-30.5,147.5,29.4499
-28.5,152.5,22.5498
57.5,124.5,-30.2747
-77.5,40.5,
-79.5,-178.5,
19.5,-12.5,19.8251
66.5,62.5,-22.5995
61.5,141.5,-40.625
-86.5,-116.5,
-20.5,-55.5,25.95007
-11.5,17.5,22.6004
-80.5,-68.5,
-31.5,122.5,25.9253
0.5,-52.5,25.8996
-75.5,150.5,
73.5,-119.5,-28.05
49.5,-71.5,-22.57532
77.5,-49.5,-29.2002
36.5,119.5,-1.3
48.5,-110.5,-7.6753
-85.5,60.5,
57.5,52.5,-12.2249
46.5,54.5,-10.025
-85.5,16.5,
19.5,6.5,19.85
-89.5,-79.5,
69.5,-162.5,-25.3748
75.5,98.5,-30.4
-19.5,29.5,23.4
60.5,146.5,-29.0746
-4.5,20.5,25.55046
-84.5,9.5,
42.5,92.5,-6.6
61.5,54.5,-14.9504
-84.5,-95.5,
37.5,58.5,-0.5
-76.5,-63.5,
-82.5,124.5,
62.5,-130.5,-25.9499
52.5,55.5,-13.5503
-25.5,139.5,30.0503
-78.5,50.5,
35.5,63.5,3.425
45.5,133.5,-14.7997
-85.5,-84.5,
34.5,50.5,0.8
-84.5,-136.5,
60.5,61.5,-17.95046
31.5,70.5,12.775
-81.5,-103.5,
72.5,118.5,-35.4
60.5,67.5,-19.89953
19.5,79.5,24.3004
42.5,126.5,-15.2
30.5,-100.5,9.7
45.5,-107.5,-4.5246
-33.5,123.5,21.2249
41.5,-82.5,-8.4
66.5,170.5,-33.4
-70.5,86.5,
24.5,-105.5,11.0001
-73.5,70.5,
41.5,-120.5,-0.825
23.5,-5.5,15.925
-79.5,-36.5,
15.5,74.5,24.4499
34.5,-114.5,12.0002
-80.5,177.5,
37.5,-120.5,7.7746
20.5,36.5,19.5246
55.5,-63.5,-22.1252
-84.5,-158.5,
60.5,-117.5,-23.7251
-78.5,21.5,
66.5,93.5,-27.2749
-78.5,38.5,
32.5,65.5,3.35
70.5,106.5,-28.275
-86.5,8.5,
32.5,-3.5,5.8
77.5,-54.5,-29.1749
-86.5,-42.5,
32.5,116.5,2.725
-79.5,-38.5,
61.5,11.5,-8.4252
-86.5,-147.5,
-37.5,-57.5,21.0747
46.5,-90.5,-15.5753
-83.5,-15.5,
-71.5,-71.5,
61.5,-47.5,-7.475
-84.5,-142.5,
74.5,109.5,-33.55
17.5,36.5,22.3505
69.5,-104.5,-29.025
67.5,-145.5,-25.7999
-77.5,146.5,
-89.5,123.5,
23.5,48.5,16.8
-66.5,113.5,
-79.5,135.5,
-87.5,96.5,
-5.5,25.5,24.94986
-84.5,-23.5,
54.5,53.5,-12.4248
-85.5,-30.5,
-79.5,-1.5,
36.5,90.5,-16.8997
-10.5,-66.5,26.949602
4.5,21.5,25.599669
49.5,-109.5,-11.5746
-85.5,-179.5,
-0.5,102.5,26.80001
37.5,-115.5,2.675
-65.5,103.5,
-22.5,46.5,23.7502
46.5,-79.5,-15.9997
-89.5,-12.5,
53.5,71.5,-15.3995
-75.5,140.5,
-85.5,-144.5,
44.5,107.5,-14.65
-76.5,-147.5,
-83.5,-51.5,
50.5,24.5,-3.475
-80.5,-120.5,
20.5,-14.5,19.9002
69.5,-43.5,-18.1997
-81.5,-128.5,
4.5,-59.5,25.19957
-85.5,63.5,
-89.5,46.5,
21.5,30.5,18.5497
38.5,-103.5,0.25
-25.5,118.5,32.85
-86.5,-78.5,
-80.5,39.5,
1.5,117.5,25.97457
-70.5,51.5,
44.5,118.5,-18.0496
-77.5,19.5,
27.5,12.5,13.7999
-21.5,14.5,21.1252
-22.5,146.5,27.1752
-71.5,38.5,
-30.5,-61.5,25.4248
23.5,105.5,9.4751
41.5,55.5,-1.875
-4.5,-43.5,27.7
48.5,-91.5,-19.0253
65.5,40.5,-12.5754
23.5,113.5,12
56.5,38.5,-6.6754
55.5,68.5,-16.5502
-26.5,129.5,29.1497
-3.5,-51.5,26.52484
57.5,114.5,-31.5497
-28.5,151.5,23.3499
-30.5,28.5,18.925
-68.5,145.5,
62.5,92.5,-25.7995
12.5,75.5,24.94966
78.5,-44.5,-30.9999
62.5,-109.5,-24.6752
-78.5,-5.5,
32.5,74.5,13.6251
-26.5,-66.5,11
-85.5,-175.5,
38.5,-84.5,-2.675
-4.5,-74.5,26.22516
-81.5,38.5,
-79.5,13.5,
-18.5,-66.5,10.55
-7.5,-57.5,25.2995
73.5,-77.5,-30.267
-81.5,-112.5,
41.5,45.5,-0.925
-10.5,16.5,21.6498
64.5,124.5,-32.7
14.5,-88.5,20.4002
31.5,-98.5,7.875
-83.5,-172.5,
-88.5,48.5,
66.5,77.5,-21.4003
80.5,-34.5,-33.1996
-84.5,-43.5,
64.5,-133.5,-29.9251
-87.5,-79.5,
68.5,87.5,-23.375
-11.5,-54.5,25.70049
9.5,38.5,15.3502
-84.5,17.5,
-13.5,134.5,28.5499
-37.5,-66.5,25.3746
41.5,-95.5,-7.5751
-76.5,14.5,
46.5,25.5,-5.5503
34.5,77.5,-9.8747
-33.5,117.5,22.5751
40.5,-92.5,-6.25
-80.5,49.5,
-69.5,115.5,
27.5,33.5,15.0005
60.5,73.5,-21.4498
28.5,10.5,12.125
-79.5,-24.5,
-89.5,-34.5,
41.5,48.5,-2.625
-77.5,-59.5,
33.5,-94.5,7
-74.5,152.5,
10.5,13.5,24.8749
-25.5,124.5,32.175
35.5,-103.5,4.95
-49.5,-73.5,8
7.5,37.5,17.5502
